"MEDIA TREND REPORT","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Location :: All Locations","","","","","","(c)2009 comScore, Inc"
"","","","Time Period :: August 2008 - October 2009","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 11/28/2009","","","","","",""

"","","","Aug-2008","Sep-2008","Oct-2008","Nov-2008","Dec-2008","Jan-2009","Feb-2009","Mar-2009","Apr-2009","May-2009","Jun-2009","Jul-2009","Aug-2009","Sep-2009","Oct-2009",
"258","[P]","    BITCOMET.COM","15644.3058259967","16235.5910039622","15270.7382041597","14740.7243326602","15794.5115116765","15699.2541465078","15740.0137139669","16414.1883995682","16349.5682633368","15682.4634558512","16174.0878316422","16408.398053921","16555.1890638048","14984.28799006","15896.3466578433",
"259","[P]","    MULTIPLY.COM","18672.7835675656","18438.3551576097","17662.2008210728","17359.916314185","16277.9380112612","16729.8432787902","16988.5917588131","17688.204810047","17130.5770463062","16575.4732699929","14976.2200749182","15156.4205650553","15524.1454849427","15544.9155952559","15792.2135605137",
"260","[P]","    Cox Enterprises Inc.","17374.5567192929","17130.6094683306","17687.7510629222","16004.9012786201","16381.7275261806","17423.8173354172","16488.3251412198","16661.9765258112","15753.078165389","15644.1047579144","14984.391102017","15742.8576022068","16101.7913269418","15729.3120186812","15738.0519235979",
"261","[P]","    FUNSHION.COM","10109.0997085079","12945.8610019176","14289.8097053344","13059.8637540456","13127.3420551155","12298.0552370581","13452.2654787026","13266.8758426372","12043.2843665609","12066.6082492044","12682.2681154239","15372.6296916721","16243.7981921108","14058.012415786","15571.725908772",
"262","[P]","    Dwango Co., Ltd.","14946.8138027254","13255.7994840001","12883.5963958494","12540.4972280756","12680.8775976585","13425.4754151635","13074.1065083181","13919.7397020981","14347.5783820885","14679.7822181173","16080.680187499","14887.9702302224","15212.2807702346","14863.289014717","15494.2925581395",
"263","[P]","    Scripps Networks Interactive Inc.","16009.8697921031","16362.1142976264","16787.7857337844","18494.6260096469","19117.0130915419","19296.6511003956","16921.6061515311","15171.2944603853","16015.2725852256","15734.104419182","15123.4465825209","14984.0641400598","15407.0538092372","14803.5983047722","15442.7918576628",
"264","[P]","    Vocento","8324.6695061922","8810.8003934694","9481.9802152551","10014.9376891309","10986.0863843467","11004.313409086","10646.6494469186","12003.3150166739","11899.7423447369","12463.7154934708","11939.2834729622","13328.6535589369","14474.7422696162","14918.5172087365","15424.8651086677",
"265","[P]","    imeem","24404.320446053","21829.0115003153","22144.7795817274","21889.1840722364","22834.4733320824","23059.891403284","22669.7394717308","24008.5061731416","24406.8549395904","24788.8325403362","21752.9940528153","19664.5083435267","17432.7035302814","15855.889320749","15412.6922897778",
"266","[P]","    Reader's Digest Digital Network","12369.9962646891","13030.9469360959","15074.3525037776","16505.2490430744","18095.6024494231","15237.3825348258","12847.031371422","13736.8122649596","13837.3129735904","12898.55935783","12639.5953298342","13587.4063065402","14079.1905711328","14377.6605516701","15388.9771699352",
"267","[P]","    UPS Sites","16260.5939483804","15657.7900715643","16699.6669480292","16849.977092535","23730.6260913355","17987.0296084819","15352.4399427546","16683.2559831507","16085.6406792041","16150.0925304074","14807.1426637671","15290.0175989547","14641.8632645828","14707.7214956036","15259.3783495853",
"268","[P]","    JMnet (JoongAng Media Network)","7077.0594049636","5833.170772938","6518.0375903828","6038.3757082477","6497.952773955","11898.2854028718","12486.8315578471","13366.7432097574","12077.1651212185","12527.2577909698","13600.0789881848","12464.0900282355","14836.1133874443","14543.1533751532","15209.9692349633",
"269","[P]","    6.CN","26341.8445272168","27652.7271626373","28590.4612675689","19811.0729889562","18724.9270079082","15830.6867144457","16763.3486866043","14806.4621494174","14208.4642894931","10838.2981467012","11987.8167904235","15681.2005512052","15916.6349540768","14595.2532332694","15139.0582095099",
"270","[P]","    Trovit Sites","6163.1748715843","9092.0033982981","10253.3064915947","10265.7326914118","9258.6842772552","12507.7262564791","12968.8299129613","14659.1274250629","14338.0312767194","13980.4587658857","14029.5565072198","14442.043583028","14149.0891329816","16020.1464077592","14954.7920136749",
"271","[P]","    Telecom Italia","17819.2280234356","14977.6339513223","14661.7718390841","14521.0794298417","15307.9007812997","15163.0267884207","16101.4540109433","17333.0902392273","16477.7104918371","16105.5751829882","14799.7436694357","16300.9735653041","16273.7565574993","15787.8411133457","14945.005546128",
"272","[P]","    VEOH.COM","18070.2195587348","16109.7062011412","16129.9923386908","15557.8168853921","15946.6938851824","15809.5348298535","15177.4551281434","15709.5318829538","15321.2828378669","15785.7519168679","16511.9741111182","15951.8386349337","14810.1260604546","15013.1811929171","14911.3777285528",
"273","[P]","    Sankei Shimbun","9887.1900005105","8966.952924811","10758.2470803297","10695.8191369174","11542.5857125499","12114.2615240986","11179.1239755677","13740.368331824","15093.4071912954","12421.6989203337","12218.9517835298","12915.7097028373","16921.2113689406","13222.1170518802","14879.3179068413",
"274","[P]","    Meredith Women's Network","7648.96262767","7753.6620198413","10252.4310556631","10120.3075516099","10850.098412355","9109.3657637755","7465.83686045915","8857.97451567444","9271.86177591356","11416.5680461628","8925.47017017","8595.73226193744","10331.78713112","13260.3865156109","14660.6451067131",
"275","[P]","    58.COM","7462.0308890875","8049.5815203281","6778.7647210474","6753.0197801405","6031.4446711766","6125.2855515539","9364.51836021992","11776.2375768645","12019.365745471","11061.6194181383","13018.2342245316","15028.3219461558","15684.6272909995","15812.0262069275","14584.9394560477",
"276","[P]","    Groupe PriceMinister","11656.0258133788","12967.5897814978","14564.6594349197","14287.7730507295","15412.1342151432","16097.6640588058","15284.596838588","16518.9509240335","16716.0879824905","16453.1618109925","14715.9401701818","15530.3717313356","14116.1732897115","14122.5495852807","14497.3469819574",
"277","[P]","    NASZA-KLASA.PL","15563.3493002451","15311.2606446041","14499.4858184924","14081.4966110721","13438.9019364944","12749.0844969651","11750.085212121","11792.7020390713","11914.7134982015","11424.8467059856","11822.3048060004","11366.4532626294","14570.516478605","14327.6718638602","14400.491136496",
"278","[P]","    Batanga","17725.135419098","19416.5213669877","19818.5618302996","25268.3534426264","27650.3463579539","24779.0181856462","12330.9884759019","15869.6247972956","15261.1415595945","15554.1021252698","14932.4101591925","14554.2486043744","14667.8014553858","14513.4143802236","14400.1819707693",
"279","[P]","    Viva street Classifieds","9466.2786169907","11724.6275320041","13090.238694843","12532.4147124962","12845.1301395117","13806.3781198211","11280.4413128785","12678.5644682678","12817.4311686995","13281.8297218818","13431.2083734347","14343.1268305859","14381.9907060744","14825.1428636367","14371.3595535972",
"280","[P]","    Travian Games","12472.5889047529","11815.8312967759","16239.4895693716","18219.1344059512","22321.6153008856","21763.4457516082","37042.6839992207","33389.1839708182","29327.9022834341","27433.0190786694","19124.9541953921","18517.0543770648","17071.0538274585","15121.4140126743","14326.2914853071",
"281","[P]","    BAIXING.COM","N/A","5787.5427264359","3905.7978031513","7934.2941458959","11034.8911066636","8888.9862527414","13253.386518665","14137.0256936977","13315.428134811","10377.0822879573","12569.0535374747","14119.9155970814","15339.522657375","14199.888040321","14299.0214415442",
"282","[P]","    Procter & Gamble","12565.4531629006","14448.9751510062","14944.4527874489","16855.3075072202","13862.4131905665","11575.3817041129","11512.8493695727","12341.3155906603","11584.0238449131","11075.4383144848","10718.6676266548","14086.9466284853","15005.8185236058","14483.283479342","14197.7401092064",
"283","[P]","    2345.COM","14688.8556683931","15837.2841730962","15506.0733276905","14024.7505114174","13142.8642497468","11499.9387199081","11984.1169234984","11433.1413421786","12185.8406803259","11327.001361152","11414.8090485171","12964.0125823756","13715.0565645894","14525.4218891959","14188.3758668454",
"284","[P]","    Acer Inc.","7417.5833492412","7929.6755811597","8058.1887527945","9313.3663317288","8678.4018074482","8646.4137079842","8220.62532088576","9212.26667364244","11763.6501543814","11440.6492906076","13237.2404580552","14044.6453750397","13751.7519505063","13773.3020208305","14185.9909721967",
"285","[P]","    Citysearch","14507.9328288662","13529.0883589849","14194.3347452028","13848.5624550147","14187.8044300762","15167.1086345009","13160.0489315731","13440.6788736228","12673.1415614237","14659.9224988529","13897.6011937685","15060.6757778861","15664.1807842897","15026.646808686","14182.1200089965",
"286","[P]","    TOPSHAREWARE.COM","2538.2801497374","2603.7549520813","2772.8652851015","2823.1913842178","3018.4007661057","4299.7721010536","5739.91482496894","7606.15166839036","9252.9639221927","10379.0248982094","10668.4284340443","11843.3771629731","12437.7874222773","13297.8632476653","14116.68135562",
"287","[P]","    Volkswagen","9788.9765902392","10795.9461720983","11097.6335017154","10225.4018396222","9815.3163845922","12381.9908500578","12476.002596859","13686.0227590804","12746.8553061211","12082.8313103661","12118.6450579254","14162.5493426423","13047.4928563687","14659.6827220341","14082.1807883696",
"288","[P]","    CollegeHumor Media","5433.6648248107","5386.2856923398","6391.8408228985","6508.4711833184","7201.2596742218","8259.1144050787","8056.17438835139","9199.05617506632","10922.8092205634","11490.3095195431","10369.8480038085","11451.7111090943","12268.3737783121","13092.418046355","14054.0622648537",
"289","[P]","    MIXI, Inc.","14672.7826060892","14045.8995602269","13504.0012624727","12941.029720552","12946.5351409192","12563.0991880204","11754.0692936376","12739.2339611224","12483.8954741356","12341.8741698576","13740.77077162","12053.3896351307","12287.508579943","12951.4479725494","14046.9761740451",
"290","[P]","    39.NET","14458.6479488352","17686.5962082006","14810.0459308527","13243.5534304932","13527.0461681446","9283.2605915023","11687.5309177717","12183.8562884166","11597.379308594","9262.55982670004","11959.5683967092","13991.2120910345","13900.7320047745","13098.5761599768","14017.3173070706",
"291","[P]","    Indeed","6067.0310184418","6982.462857427","7044.1398433265","6911.1080064923","6041.3922121788","9171.1816410601","8560.60302068961","9637.13362216008","9480.03935456965","10237.5842491346","10283.6291449551","11303.8723817089","12612.9422655647","12880.7360528713","13956.5231856513",
"292","[P]","    Rediff.com India Ltd","13085.1340964736","12812.2713046916","12327.3991726355","12693.1538263271","12350.6305679921","12592.6497826959","12176.013961183","12916.8869909754","12689.3770627584","12602.3347874228","13540.91883537","12806.9696872388","12651.1485127531","13683.2143413474","13939.1850557961",
"293","[P]","    Opera Software","7750.1384456244","7932.8868963032","8972.1404369854","8586.3509467039","8899.250750212","10429.3579760351","10975.4525123197","12891.5822783799","12769.6858007678","12041.7151210117","10487.1535774174","11248.176197052","10835.1031459788","13493.9315854213","13845.0674217171",
"294","[P]","    LeGuide.com Sites","9040.7844278158","9427.5024019425","10568.9280664133","11375.4334324598","11813.7193853996","12534.8928861825","12067.6937144894","13420.5951854912","12495.574658367","12211.8689665021","10854.2520388118","11522.6680010741","11801.7230561531","12616.104360406","13830.8039536831",
"295","[P]","    AVAST.COM","4946.651620745","4999.9050346788","5837.8434396533","5226.6523811892","5085.9994597881","6735.2255728365","10259.758237301","14147.2801651127","16318.4226853216","13925.8813897686","14639.6408256824","15488.5973558206","16724.5896245675","13974.1059389647","13819.5436183177",
"296","[P]","    WARESEEKER.COM","1085.2849750278","1025.666615467","1070.7741629543","1342.7778553753","4047.4938971794","8349.8335960748","7844.29090444236","8186.5687077446","9696.67481351193","8134.26977916348","6727.14270244065","7518.43774438916","7882.34584510565","10810.2273441788","13776.7622870003",
"297","[P]","    BuscaPe.com Inc.","8455.901807598","7930.6876079119","10339.30017439","11442.5497947442","11569.2290382157","11507.7726048822","11818.3372990404","14001.6534816702","14272.8380706325","14219.0402552852","12759.6999118969","13813.5311182729","14667.8353795149","13496.4073601808","13688.9855196588",
"298","[P]","    Kuaiche.com Sites","41429.1984739558","40621.5403658109","40754.9363747529","41568.2005485979","39474.9276138597","36773.2707799331","37479.9027863803","37499.5873964698","34631.79801029","29931.4577579308","28132.2140543725","29601.7414214133","31057.556065897","23720.127650628","13674.9287228683",
"299","[P]","    NETFLIX.COM","11298.4913247121","11639.6920552386","12339.3154488734","11839.3290088414","13038.144536449","17189.0535956563","14138.4353223476","14240.6163160903","13409.8665377526","14271.4990339881","13448.6718524715","14184.6055563582","15102.5941984891","14063.0420693687","13653.6087481319",
"300","[P]","    Corel Corporation","10799.719887441","10165.2170423413","10409.4801230524","10394.7765947883","10817.4250427321","11830.0657531102","11850.2149517924","13519.2652693598","12463.4978388307","12347.9863246591","11359.1415144777","12690.3006448779","12525.8580922612","13333.4473106361","13588.2188582394",
