"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Location :: Home and Work","","","","","","(c)2013 comScore, Inc"
"","","","Time Period :: February 2012 - April 2013","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 5/17/2013","","","","","",""

"","","","Feb-2012","Mar-2012","Apr-2012","May-2012","Jun-2012","Jul-2012","Aug-2012","Sep-2012","Oct-2012","Nov-2012","Dec-2012","Jan-2013","Feb-2013","Mar-2013","Apr-2013"
"688","[P]","    WEBHATTI.COM","2,805","2,735","2,533","2,287","1,717","1,646","1,517","1,477","1,767","1,840","1,946","1,787","1,543","1,629","1,372"
"689","[P]","    MEGAUPLOAD.COM","46,479","36,857","31,198","27,849","23,529","22,294","18,565","16,009","14,031","13,336","12,298","12,462","8,675","1,442","1,333"
"690","[P]","    BOOSJ.COM","5,218","6,364","4,376","3,496","4,093","4,256","1,070","694","1,039","2,499","746","911","619","671","1,325"
"691","[P]","    Maeil Business Newspaper","10,009","8,598","8,643","8,717","7,883","8,701","7,800","7,305","6,822","5,535","6,318","5,283","1,940","2,151","1,296"
"692","[P]","    Clouditalia Communications","829","675","590","652","536","573","1,723","2,079","1,975","2,021","1,865","1,885","1,422","1,435","1,281"
"693","[P]","    MEXAT.COM","1,992","2,042","1,856","2,118","2,017","2,037","1,691","1,556","1,338","1,174","1,300","1,504","1,295","1,505","1,280"
"694","[P]","    HMV","2,769","2,732","2,611","2,326","2,492","2,290","2,358","2,480","3,139","3,773","4,633","2,419","677","815","1,260"
"695","[P]","    COOLSAVINGS.COM*","166","133","143","172","124","109","72","75","144","669","645","1,204","1,629","1,221","1,236"
"696","[P]","    Korea Economic Daily","8,381","7,533","7,748","8,206","7,969","7,648","8,089","7,057","5,879","5,859","5,938","5,209","2,005","2,026","1,226"
"697","[P]","    Hankook Ilbo","8,115","7,266","7,700","7,354","7,149","7,094","7,430","6,527","6,205","5,214","5,416","4,728","2,138","2,200","1,223"
"698","[P]","    PBASE.COM","2,494","2,313","2,281","2,303","2,200","1,988","1,969","1,729","1,617","1,283","1,270","1,497","1,051","1,251","1,208"
"699","[P]","    mIRC","1,793","1,822","1,697","1,686","1,534","1,515","1,568","1,471","1,483","1,346","1,458","1,440","1,255","1,361","1,189"
"700","[P]","    PLAYLIST.COM","2,500","2,625","2,165","2,340","1,959","1,857","1,421","1,075","1,121","1,109","1,447","1,006","885","1,239","1,177"
"701","[P]","    REGNOW.COM","2,405","1,902","1,787","1,680","1,427","1,421","1,299","1,432","1,290","1,139","1,359","1,389","1,033","1,277","1,176"
"702","[P]","    EMP3WORLD.COM","3,945","4,703","4,761","4,736","4,176","4,136","3,519","2,898","2,512","2,018","1,707","1,555","1,432","1,650","1,176"
"703","[P]","    USEN Group","2,128","2,124","2,020","2,104","1,918","2,113","1,465","1,469","1,277","1,294","1,217","1,190","1,071","1,182","1,174"
"704","[P]","    SEDO Sites","1,340","2,191","2,038","1,932","1,880","1,754","1,581","1,332","1,468","1,256","1,182","1,258","1,058","1,155","1,163"
"705","[P]","    Hallmark","2,054","1,670","1,739","1,577","1,272","985","1,288","1,229","1,376","2,058","2,453","1,323","1,499","1,417","1,159"
"706","[P]","    Interpark","4,252","3,868","3,841","3,501","3,719","4,791","3,541","3,059","2,993","2,593","2,591","2,747","921","1,006","1,156"
"707","[P]","    HENHAOJI.COM","2,146","3,213","3,502","2,764","3,869","2,669","2,271","1,174","298","479","261","896","849","907","1,108"
"708","[P]","    MOZOOK.COM","3,328","218","170","386","195","231","159","92","193","271","456","436","386","620","1,100"
"709","[P]","    KBS (Korean Broadcasting System)","4,190","3,681","3,984","3,744","3,532","3,730","4,017","3,878","2,681","2,964","3,009","3,654","1,135","1,131","1,095"
"710","[P]","    BUECHER.DE","1,412","1,406","1,358","1,247","1,332","1,268","1,370","1,281","1,437","1,763","1,978","1,577","1,292","1,277","1,094"
"711","[P]","    MULTIPLY.COM","8,934","9,186","8,617","8,639","7,987","8,238","7,240","6,872","7,316","6,500","5,761","5,574","4,544","3,630","1,091"
"712","[P]","    Fotovista Group","9,775","9,100","781","952","956","1,479","683","806","790","971","1,037","938","731","1,073","1,046"
"713","[P]","    XANGA.COM","2,210","2,316","2,086","2,106","1,960","1,844","1,755","1,737","1,659","1,498","1,400","1,347","959","1,122","1,045"
"714","[P]","    GAME2.CN","5,092","6,471","4,538","2,175","2,748","4,024","1,371","887","1,118","1,111","1,418","961","803","830","1,031"
"715","[P]","    Ganz","1,109","1,267","1,321","1,183","1,403","1,477","1,246","976","994","978","1,185","925","706","857","1,008"
"716","[P]","    Bravenet Web Services","1,650","1,688","1,878","1,750","1,673","1,670","1,435","1,398","1,198","1,289","1,207","1,252","1,093","1,073","1,005"
"717","[P]","    Seoul Newspaper","7,579","6,778","7,626","7,593","6,716","6,882","6,104","5,643","5,032","4,286","4,967","4,003","1,726","1,711","912"
"718","[P]","    Imaginova Network","1,006","949","767","961","752","588","761","815","910","912","890","871","886","857","888"
"719","[P]","    KT Group","7,699","7,076","6,992","7,159","6,995","6,274","4,204","3,261","2,287","2,546","2,404","2,110","1,142","1,194","886"
"720","[P]","    FANBOX.COM","1,134","990","2,196","1,084","630","661","460","467","1,102","704","558","1,096","1,388","1,122","882"
"721","[P]","    Slide Sites","1,581","1,768","1,169","1,572","1,356","1,623","1,583","1,310","1,288","1,128","1,087","1,078","641","673","816"
"722","[P]","    ABOUTUS.ORG","1,488","1,252","1,106","1,124","1,056","1,153","941","918","1,080","956","697","823","665","748","816"
"723","[P]","    QQ163.COM","107","182","174","275","958","465","557","1,427","343","338","359","409","259","550","814"
"724","[P]","    PlasmaNet Sites","638","872","765","761","673","762","810","964","1,206","964","849","1,048","942","990","811"
"725","[P]","    Guardian Media Group (exc The Guardian)","852","862","782","759","584","696","738","617","1,426","1,755","924","1,442","671","783","804"
"726","[P]","    MBC (Munhwa Broadcasting Corp.)","4,405","3,335","2,950","3,248","2,840","2,929","3,172","3,023","2,795","2,596","2,392","1,979","791","860","769"
"727","[P]","    IMAGEVENUE.COM","189","1,665","2,036","2,088","2,599","1,840","2,660","2,246","2,105","1,763","1,588","1,420","1,468","1,558","764"
"728","[P]","    GYYX.CN","856","10,764","3,641","504","509","2,549","6,193","2,504","1,619","4,771","2,758","1,915","2,323","9,856","763"
"729","[P]","    BADONGO.COM","3,129","3,328","3,041","3,088","2,896","2,539","2,077","1,424","1,153","1,008","1,038","1,061","880","950","742"
"730","[P]","    SHERV.NET","1,235","1,063","964","868","852","812","826","739","735","758","814","896","594","698","731"
"731","[P]","    MSGPLUSLIVE.NET","3,170","2,300","2,634","1,390","1,550","1,623","1,609","946","1,380","830","778","984","968","804","648"
"732","[P]","    Oversee.net Network","472","365","369","281","286","350","307","276","338","557","507","658","593","690","634"
"733","[P]","    EVERSAVE.COM","552","896","1,002","831","815","834","656","562","473","740","644","630","466","740","550"
"734","[P]","    COOLS4U.COM","1,524","1,726","1,401","1,449","1,200","848","676","474","374","356","412","623","531","617","511"
"735","[P]","    NAMIPAN.COM","80","46","N/A","N/A","N/A","35","308","339","357","301","378","372","280","325","500"
"736","[P]","    6ARAB.COM","802","842","759","842","803","612","610","774","698","571","580","653","552","612","497"
"737","[P]","    FortuneCity Global Community","3,635","3,709","3,250","523","322","247","257","320","314","299","315","455","372","363","489"
"738","[P]","    DOWNLOAD3000.COM","685","542","611","643","472","420","354","330","310","335","350","536","516","583","471"
"739","[P]","    Hankyoreh Newspaper","3,475","2,996","3,159","3,796","3,108","2,840","3,436","2,220","1,718","1,551","2,113","1,476","452","774","467"
"740","[P]","    TOPSHAREWARE.COM","592","430","325","292","320","369","334","343","474","386","550","557","519","528","460"
"741","[P]","    ELAANA.COM","2,416","2,521","2,239","2,321","1,715","604","592","555","574","548","562","538","402","542","431"
"742","[P]","    DUOTEGAME.COM","359","264","191","166","279","424","353","244","212","181","336","360","427","259","393"
"743","[P]","    JEERAN.COM","3,765","4,590","3,990","2,845","1,964","1,876","2,456","1,441","1,573","1,441","1,627","1,240","358","794","389"
"744","[P]","    OHMYNEWS.COM","2,821","3,009","2,793","2,916","2,047","2,972","2,919","2,458","1,586","1,637","1,829","1,632","653","595","388"
"745","[P]","    KOOWO.COM","14,747","457","320","221","402","430","362","320","322","310","285","251","219","271","382"
"746","[P]","    Meebo Messenger IM","1,448","1,147","1,355","1,313","1,323","1,041","605","487","480","366","357","420","292","342","366"
"747","[P]","    OWNSKIN.COM","1,016","926","742","724","650","628","570","563","482","441","421","387","359","333","338"
"748","[P]","    FRIENDSTER.COM","486","477","579","556","383","377","595","289","311","322","303","259","253","371","331"
"749","[P]","    edaily","3,028","2,775","2,495","3,103","2,600","2,602","2,333","2,190","2,331","1,714","1,553","1,614","649","625","307"
"750","[P]","    IDT Corporation","9,310","260","295","337","305","306","402","280","258","248","354","318","215","304","306"
"751","[P]","    LIMEWIRE.COM","673","558","453","480","432","464","346","306","318","306","277","226","202","247","283"
"752","[P]","    NOWCOM","2,428","2,567","2,490","2,426","2,182","2,166","2,225","1,729","1,270","1,557","1,654","1,500","599","496","274"
"753","[P]","    ALTOOLS.COM","130","170","176","1,473","909","997","455","515","655","809","562","599","330","297","274"
"754","[P]","    Tele2 Sites","3,134","4,238","3,804","3,744","3,772","3,439","3,386","3,781","3,698","3,651","490","588","438","211","251"
"755","[P]","    STARTVG.COM","79","269","278","223","215","210","192","223","261","237","250","216","204","243","211"
"756","[P]","    B5Media","6,518","6,025","5,162","447","279","269","436","270","318","279","232","373","226","193","204"
"757","[P]","    TORRENTZ.COM","27","24","20","156","60","34","16","13","183","352","1,919","253","224","189","183"
"758","[P]","    BLOGGUM.COM","963","1,059","875","797","659","636","539","611","453","483","383","392","280","201","164"
"759","[P]","    POMOHO.COM","644","1,483","2,016","1,392","1,343","1,256","1,261","948","353","184","96","70","51","75","152"
"760","[P]","    Veoh (App)","339","327","338","297","293","238","223","175","156","151","149","144","138","164","146"
"761","[P]","    OPENV.COM*","276","188","228","521","504","363","356","306","246","281","191","153","86","74","144"
"762","[P]","    SWEETIM.COM","12,779","1,517","875","1,411","681","3,158","1,021","10,536","17,959","226","1,080","1,057","167","117","125"
"763","[P]","    8D.CN","805","1,221","557","837","496","468","643","704","655","638","560","421","117","101","112"
"764","[P]","    STARTIMES2.COM","182","163","156","170","179","119","116","145","169","209","167","273","199","189","108"
"765","[P]","    Midasplayer.com Ltd.","10,178","11,074","14,698","19,994","23,704","180","114","135","102","82","108","123","118","118","101"
"766","[P]","    WARESEEKER.COM","323","266","206","195","145","143","95","158","146","80","111","133","77","98","93"
"767","[P]","    TIMNHANH.COM","295","307","285","337","294","255","226","169","216","202","178","310","349","359","87"
"768","[P]","    ZSHARE.NET","407","598","102","112","104","82","96","76","53","68","70","74","67","49","77"
"769","[P]","    PYZAM.COM","141","177","226","226","195","155","140","88","134","145","90","80","77","97","71"
"770","[P]","    KUWAITUP.COM","1,889","3,057","2,521","2,135","2,232","2,054","1,496","1,595","2,065","1,881","1,128","786","692","346","68"
"771","[P]","    Atrinsic, Inc.","867","957","737","609","473","366","270","272","299","220","203","141","101","91","68"
"772","[P]","    MYHOTCOMMENTS.COM","210","223","221","176","227","186","149","100","126","103","99","112","86","84","57"
"773","[P]","    Mio.tv Network","39","25","178","204","168","31","18","54","88","75","97","114","51","41","56"
"774","[P]","    Connexus","112","105","77","118","44","77","71","74","58","376","199","76","45","50","47"
"775","[P]","    MEGAVIDEO.COM","3,466","2,216","2,063","1,849","1,498","1,414","1,491","1,143","1,155","971","644","611","389","39","36"
"776","[P]","    OZQ8.COM","18","19","19","19","53","38","34","39","N/A","19","26","30","20","23","24"
"777","[P]","    TORRENTS.RU","6","N/A","N/A","N/A","N/A","N/A","N/A","59","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"778","[P]","    BTJUNKIE.ORG","16,507","6,755","9","19","14","12","11","17","13","15","11","N/A","18","N/A","N/A"
"779","[P]","    LOCALBILLING.COM","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"780","[P]","    EASY-SHARE.COM","46","37","41","26","31","31","36","32","33","23","29","38","N/A","N/A","N/A"
"781","[P]","    6RBTOP.COM","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","42","22","N/A","N/A","N/A"
"782","[P]","    ESNIPS.COM","3,909","4,297","4,347","2,741","1,872","1,813","1,642","1,436","1,087","952","806","666","686","324","N/A"
"783","[P]","    GameStop","2,349","2,619","2,586","2,987","2,708","2,774","2,885","3,357","3,805","4,470","4,554","N/A","N/A","N/A","N/A"
"784","[P]","    ZVue Networks","212","311","433","316","254","332","291","399","188","176","N/A","N/A","N/A","N/A","N/A"
"785","[P]","    TAGSTORY.COM","193","109","93","196","179","170","N/A","132","N/A","N/A","N/A","21","N/A","N/A","N/A"
"786","[P]","    SPRINGERLINK.COM","3,748","4,057","4,312","4,326","3,222","2,512","2,639","2,968","3,036","1,473","40","57","64","82","N/A"
"787","[P]","    CCLEANER.COM","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"788","[P]","    iEUROP Sites","57","71","47","66","47","27","42","134","64","70","42","30","15","41","N/A"
"789","[P]","    BBVOD.NET","28","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"790","[P]","    SPLINDER.COM","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"791","[P]","    IT&IS Siglo XXI","2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"792","[P]","    imeem","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"793","[P]","    NewIPs","374","314","402","418","295","326","298","319","254","130","N/A","N/A","N/A","N/A","N/A"
"794","[P]","    eBuddy Sites","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"795","[P]","    Freechal INC.","587","563","526","411","386","386","436","352","215","485","296","451","129","N/A","N/A"
"796","[P]","    WOYO.COM","294","331","463","236","84","128","N/A","N/A","N/A","81","114","N/A","N/A","N/A","N/A"
"797","[P]","    YOURFILEHOST.COM","2,741","3,749","2,566","N/A","N/A","N/A","124","N/A","39","97","N/A","N/A","N/A","N/A","N/A"
"798","[P]","    KINO.TO","527","435","331","127","369","324","247","199","201","158","188","N/A","N/A","N/A","N/A"
"799","[P]","    YE-SOFT.NET","335","N/A","N/A","N/A","186","116","135","81","80","71","65","44","26","23","N/A"
"800","[P]","    51MOLE.COM","1,771","491","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"801","[P]","    KEENFINDER.COM","38","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"","MyMetrix Legend","","","","","",""
"","[P]         Property","","","","","",""
"","[M]         Media Title","","","","","",""
"","[C]         Channel","","","","","",""
"","[S]         Subchannel","","","","","",""
"","[G]         Group","","","","","",""
"","[SG]         Subgroup","","","","","",""
"","[E]         Custom Entity","","","","","",""
"","[N]         Ad Network","","","","","",""
"","[A#]         Alternate Rollup","","","","","",""
"","[X1]         Extended Network","","","","","",""
"","[BSN]         Buy Side Advertising Network","","","","","",""
"","[DSP]         Demand Side Platform","","","","","",""
"","[EX]         Exchanges","","","","","",""
"","[SSP]         Sell Side Platform","","","","","",""
"","(U)         Fully Unified - Used to identify entities that are measured and reported completely based on Panel-Centric Unified (Panel + Census) measurement.","","","","","",""
"","(u)         Partially Unified - Used to identify entities with at least one child entity that is Fully Unified, but not all.","","","","","",""
"","C         Census Only - Used to identify entities that are measured and reported completely based on Census without panel.","","","","","",""
"","++         Used to identify entities that are projected completely based on the entity?s census tagged data.","","","","","",""
"","+         Used to identify entities with at least one child entity that is projected completely based on the child?s census tagged data , but not all.","","","","","",""
"","w/History         Trend combines media previously reported under different parent and/or different level.","","","","","",""
"","*         Indicates that the entity has assigned traffic to certain pages in the domain to other entities","","","","","",""
"","**         Indicates that the entity is an advertising network.","","","","","",""
"","(v)         Indicates that the advertising network has been verified by comScore.","","","","","",""
"","...         Indicates data used fell below minimum reporting standards and/or data not available.","","","","","",""
"","N/A         Indicates data is not available in the data set for reporting for the specified time period.","","","","","",""
"","#         Caution - small base may result in unstable projection.","","","","","",""
"","##         Directional purposes only - base too unstable for reliable projection.","","","","","",""
""," ","","","","","",""
"","","","","","","",""
"","
comScore made an update to Worldwide population estimate. Please refer to http://mymetrix.comscore.com/app/ExtendedMMXUniversalFootNote.aspx for more information.","","","","","",""
"","MyMetrix Data Alerts"
"","Friday, January 18, 2013","UV(000) measure for [P] Prisa in December 2012 was understated in Spanish and WW data sets due to a processing issue. The revised UV(000) for [P] Prisa is 11,624 for Spain and 27,175 for WW. For communication purposes, please refer to the [P] Prisa revised
La cifra de Visitantes únicos mes de Diciembre 2012 para [P] Prisa debe ser corregida por una incidencia en el proceso de datos, siendo los datos correctos los siguientes [P] Prisa 11.624 (UV) para España y  27.175(UV) para el dato mundial. Para cualquier comunicación se debe utilizar el dato de [P] Prisa corregido."
"","Thursday, November 1, 2012","Due to the inadvertent exclusion of valid traffic, [P] BABYLON.COM data for August 2012 was understated. The revised measures are as follows: UV (000) 115,477; PV (MM) 1,853."
"","Thursday, November 1, 2012","Due to the inadvertent exclusion of valid traffic, [P] BABYLON.COM data for September 2012 was understated. The revised measures are as follows: UV (000) 115,705; PV (MM) 1,819."
"","Wednesday, May 9, 2012","For Jan 2012 to Mar 2012, comScore updated its dictionary definition for [P] FACEBOOK.COM. This resulted in an inorganic decline in page views and duration in the data."
"","Sunday, April 22, 2012","In March 2012, [P] Prisa was inadvertently included in the News/Information category. As a result, [M] El Pais Sites does not appear in the News/Information category rankings independently and is currently located within the expanded (P) Prisa property.  This will be rectified with April 2012 data, when [M] El Pais Sites will appear in the rankings for the category News/Information in its own right and [P] Prisa property will be re-classified under Corporate Presence.  For communication purposes, please refer to the [M] El Pais Sites March 2012 data that is located in the News/Information category within the expanded [P] Prisa property.  
En Marzo 2012, [P] Prisa fue incluida de forma inadvertida en la categoría de News/Information. Por esta razón [M] El Pais Sites no aparece en la categoría News/Information de forma independiente , encontrándose debajo de la property [P] Prisa, siendo subsanado en los datos de Abril 2012, en los cuales [M] El Pais Sites aparecerá en los rankings de la categoría News/Information y [P] Prisa en la categoría de Corporate Presence. Para cualquier comunicación se debe utilizar el dato de El País Sites, que en los datos de Marzo aparece debajo de la property  [P] Prisa en la categoría de News/Information.
"
"","Sunday, April 22, 2012","In March 2012, [M] Agoda (part of [P] Priceline.com Incorporated) was under-reported as several Agoda-owned domains were inadvertently omitted from the [M] Agoda dictionary definition and were reported under the newly created property AGODA COMPANY. All Agoda-owned domains will be re-included [M] Agoda (part of [P] Priceline.com Incorporated) with April-12 reporting. The March 2012 data for [P] Priceline.com Incorporated with all Agoda-owned domains are for WW: UV (000) 55,773; PV (MM) 747; Min (MM) 591 and US: UV (000) 14,275; PV (MM) 209; Min (MM) 132; and for [M] Agoda for WW: UV (000) 9,236; PV (MM) 99; Min (MM) 70 and for US: UV (000) 425; PV (MM) 3; Min (MM) 3."
"","Friday, March 2, 2012","comScore identified an issue with the session assignment technology for kids 6-11 that has affected the demographic composition and led to the under reporting of the kids 6-11 audience and overall data levels for [P] Miniclip.com for Sept ’11 – Dec ’11 MMX data. The issue was partially resolved with Jan 2012 data and is fully resolved with Feb 2012  data."

